,repl,TF
3633,이걸밝히는사람진짜대단..,0
3634,소속사가 개양아치였네 ㅋㅋㅋ,1
3635, 그러니 이 정부가 서울 집값을 잡을 것이라는 망상 따위는 버려야 한다. 지지층이 집가진 사람이고 그들이 집값이 올라 더욱 지지율이 올라갈텐데 그걸 왜 포기한단 말인가. 서민정부는 그저 코스프레만으로 충분하다.,0
3636,버블도 터져서 돈다발로 보빨 가능한 남자도 존나 줄고 니트가 되어버리니,1
3637,쿠마몬  컨셉  배끼는것도  방송하면  재밌겠네  ㅋ,0
3638,개보다 못한건가ㅋ,1
3639,아이 개겉은년,1
3640,네 다음 대리충,1
3641,또 시작이가 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
3642,어디 끌려가나,0
3643, 그 클럽도 보니깐 축구농구같은 인기스포츠가 아니라 육상 복싱 가라데 등등 다양하게 하더라,0
3644,박고싶퍼,1
3645,ㅈㅈ위쪽 뼈에닿을때까지 눌러서 재는거라던데,1
3646,게놈,1
3647,흑수저로 태어 나면 부모는 자식에게 아무런것도 바라면 안되는게 맞음존나 못살게 태어나서 너는 성공해야 된다라는 말을 하는 부모 있으면그냥 호적파서 나와라니 인생은  가족에게 평생 호구가 될것임,1
3648,성인 되서도 부모님한테 반말 하는 사람이 있긴해...?,0
3649,기술 필요해 해저용접 같은거는 특히 아무나 하는게 아니여 문제는 그런 특수용접공들이 아닌 잡용접공들이 자신을 고급기술자로 알기 때문이지,1
3650,하네,0
3651,공무원  = 세금 착취하는 현대판 양반 ,0
3652,븡신,1
3653,네 다음 사람 죽이는 동물 BEST 4 나오세요~,0
3654,행복회로 그만 돌려라 !! 문제인 옥바라지나 똑바로 하고,1
3655,이얗호응,0
3656,기능사 수준 단순 계산이라도 보통 수학선생이라는 인간들이 공업분야에 수학이 얼마나 다양하게 쓰이는지 그런것도 제대로 아는 새끼들이 있냐 이말이지,1
3657,색캬,1
3658,입만 벌리면 구라.,1
3659,복도 자리가 언냐들 응디도 접촉하고 최고여,0
3660,부랄,1
3661,라멘 어디서 유래했노?,0
3662,월경,1
3663,믿음 만으로  즉시 구원 얻는다는  복음을  ,0
3664,아직도 멀었네요. 전에 이슈화가 됐었는데 다시 묻힌건가요? 아니면 유사사건이 또 일어난건가요?,0
3665,그래서 나 피씨방에서 로그인할때아이디가 ilbe비번이 nomuhyun 이면아이디의 i치고 비번의 no치고 다시 아이디의 lb 치고 비번의 hyu 치고 아이디의 e치고 비번의 n치고 이런식으로 왔다갔다해서 들어감물론 클릭 뿐만 아니라 탭키와 쉬프트 백키도 활용해서 페이크 몇번주고그럼 해커들도 정신이 오락가락 하면서 나한테 쌍욕박음,1
3666,애무,1
3667,윤간,1
3668,팩트는 저 박사방놈이 일베인게 팩트로 밝혀졌잖아(일베가입 노무현 대통령 조롱 노알라사진등) 한심한  박사모야,1
3669,씨이발,1
3670,원래 결혼해서 알콩달콩 잘 사는애들은 이런데 글 안올린다 올릴 이유가 없지결혼생활 씹창난 놈들만 결혼하지말라고 광광 우는거야,1
3671,그런데니까 너가 들어간듯,0
3672,좃가튼,1
3673,돈놈,1
3674,OKDAE 애를 키워봤어야지 알지,0
3675,문재인이 뒤를 봐주고 있는데 잡히겠냐?승리도 글쿠,0
3676,와드,0
3677,그런 할아버지를? 저런 미청년이 인기없을리가,1
3678,그러니까 생활연기를 잘할 뿐 진짜 캐릭터 연기를 잘 하는지는 논할 수가 없지,0
3679,옘빙,1
3680, 내가 그런 말 했다는 근거 가져와 ㅋㅋㅋㅋㅋㅎㅎㅎㅋ,0
3681,음 이게 맞다,0
3682,알겠다 이 미친놈아,1
3683,"나도 어릴 때는 때를 덜 타서, ""직업에는 귀천이 없다""라고 생각을 했었는데개 핫바지 일을 하다 보니까 직업에는 귀천이 있다는게 뼈저리게 느껴지더라ㅋㅋㅋ그래서 지금 일하는 곳에서 사명감, 소속감 하나도 안 느끼고 다른 동료들도 마찬가지로, 시간 때우다가 퇴근해야겠다는 마음이 큼",0
3684,옛날 일베하고 지금 일베하고 비교하자면지금 일베글들이 조회수는 훨씬 더 잘나오는 듯페이지 5 이상만 가봐도 기본 7~8만에좀 자극적인 제목이면 10만 가뿐히 넘음근데 옛날 만베 글들은 조회수 봐라지금보다 못함눈팅족이 많아진듯,0
3685,니도 느검마 눈엔 아기천사였어,1
3686,씨브랄,1
3687,우라질,1
3688,저거 궁댕이근육단련이야 헬알못 ㅁㅈㅎ,1
3689,나다은 혹시 삼중스파이 아니였을까??,0
3690,문과에서 허가 안해주면 못만들어~ 이과는 문과 아래야 알겠어?? 왜 문과 욕해?? ,1
3691,넣고싸고,1
3692,저거 wrong되면 pray로 들어가서 die,0
3693,이미지 안 좋은데 자한당 추천받아서 국회 들어가려는 죄..자한당 욕만 먹이는 꼴..젊은이들 모두 등돌림 ㅅㄱ,0
3694, 1년째 지하철로 출퇴근중인건데,0
3695,아이구 얘는 며칠전부터 이상한 소리 히고 있네 ,1
3696,이투스 불법 댓글알바 이겨서 몇명 감방보내고,0
3697,신발머임 개이쁘,0
3698,20대에는 고환에서 적당히해 하면서 ,0
3699,눈깔어,1
3700,이새끼가 판매자일듯,1
3701,사까아시이,1
3702,쳐 자라,1
3703,노무노무 쪽팔리겠다ㅋㅋㅋ,1
3704,다른 분들위해서 전 양보,0
3705,ㅗ,1
3706,"18,862 동의합니다",0
3707, 그리고 5급 진급을 위해서 열심히 일해? 대기업은 안짤릴려고 열심히 일한다. ,0
3708,내릴때 교통카드 꼭 찍고,0
3709,아 합성 혹은 총안맞은걸로 짜집기한거임??,0
3710,중국이 축구만 못하는 이유가 뭐냐?,0
3711, 중견기업의 경우도 사장이 야심이 있는 곳이면 대기업 못지않게 바쁜데 걍 대기업 1차 벤더로 안주하는 곳은 업무강도가 대기업보다 낮고.,0
3712,미친자식,1
3713,??_? ??형.. 그러다 쥬지터진다..,1
3714,씨발 ;,1
3715,내 자신의 행위를 신뢰한다면 그 사람은 천국에 가지 못하고 지옥에 가게 될 것임.,0
3716,대기업 중소기업  임금 비슷한거 인정,0
3717,어제 야간작업까지하고 술쳐먹고 곯아떨어진듯ㅋㅋㅋ,1
3718,이새끼들 올림픽 드라마도 찍었던데 좆되버리겠네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
3719,개허접,1
3720,카트리지로 살까 e숍에서 다운받을까 아 고민됨,0
3721,ㅍㅏ,1
3722,그예로 벌써 중국이 마스크를 보내주었구요.,0
3723,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ좆나하찮게생겨서 너무기엽다 ,1
3724,이야~ 내가 그중 1명이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
3725,ㄴㅈ,0
3726,10등급이다 ,0
3727,유희석 ㅋ,0
3728,좆같은걸좆같다말도못함?,1
3729,좌파라서 좋아하는 사람도 있지 않나?,0
3730,a는 컵이란 말도 쓰지말아줬으면함,0
3731,"ㅇㄱㄹㅇ임.능력있는 부모는군전역하면 상타치 직장,거주지 전세금차한대 뽑아주더라. 이거 3단 선물 못받았으면 부모한테 돈갖다바치지마라. 일단 인맥 자체가 완전 다른 물에서 시작하고 사람들 대우가 다름.",0
3732,뮈칀세끼,1
3733,힘내세요. 너나 할 것 없이 힘든 시절을 보내고 있네요.,0
3734,이건 뭔 듣보잡이 나와서 개소리야.,1
3735,어쩔수없자나 ㅋㅋ,0
3736,핸드폰??,0
3737,앰병,1
3738,"용서빌어라 ,하고싶의면 너들끼리 실컷해라 .",0
3739,열사발 들이켜도 아깝지 않음,0
3740,미췬년,1
3741,18럼,1
3742,6학년이었군요,0
3743,요로결석이 있으면 물많이 먹어,0
3744,그냥 분리해..,0
3745,초반엔 웅엥웅이 젤 맘에 들었는데 살쪄서 그런지 요즘 극혐임,1
3746,올 가을쯤 되면,0
3747,ㅋㅋㅋㅋ 존나 맞는말. 나도 지잡에서 편입했는데 레알 이름 좀 있는 대학이라 그런지 공기업 대기업 붙었다는 말이 여기저기 난무한다. 취업난이 맞나 싶을 정도로 되게 신기하더라. 지방은 지거국만 가도 지방거점 대기업 공기업에서 서류탈락하는 일은 없더라.근데 결국 자기 하기 나름이다.,1
3748,"애들아 진지하게 질문하나 하자내가 고기를 존나게 좋아한다 특히 돼지고기,삼겹살을 진짜 삼시세끼 매일 먹고 싶은데 정육점이나 고기집하면 고기 매일 먹을수 있냐? 진짜 진지함 정육점이나 고기집 들어가서 직원으로 일하면 매일 고기 먹냐? 고기 먹는 직업좀 알려줘라 나 그러면 평생 일할수 있음 (돈 많이 벌어서 그돈으로 고기 많이 사먹으란 개씹소리는 하지말고 )",1
3749,도쿄올림픽 취소되고 보자..,0
3750,호주에 한국 창녀 많아??,1
3751,캐세끼,1
3752,늘 한국만을 위해줌 ㅋㅋㅋ,0
3753,시동 중국집 사장님도.....,0
3754,씨벌,1
3755,개쉐끼,1
3756,개쌔,1
3757, 너는 지금 돈없는 대학생이 맥북쓰며 자 위질 하는걸 역겹게 보고 나서 나도 그런 사람이라고 단정짓고 나서,1
3758,조공아니다 용접봉으로 ㅇㅂ마크 그리는데 뭐 묻어서 코팅장갑 낀거다,0
3759,예전에 라뷰티코아 에서 한가인 보고 쓰러지는줄ㄷㄷㄷ여럿 밧지만 한가인이 실물갑!!!!!,0
3760, 한때 한솥밥 먹던 진중권이 저 진영에서 잠시 이탈해 좌파새끼들 개소리하는거 저격하고 있으니까 저렇게 주목 받는거지 우파라고 무슨 아가리 닫고 있는 그런 상황 절대 아님,1
3761,10할년,1
3762, 내가 세금 안내면 너 같은 동사무소에서 프린트나 하는 새끼는 월급 못받고 굶어 뒈져야 돼 병신새끼야.,1
3763, 좆급식부터 철딱서니 없는 20대 초반 여자들이 ,1
3764,난 모유물,1
3765,허준도 원래 장사나 하던 보따리장사꾼이었는데 뒤늦게 정신차리고 공부해서 의사 됐잖아 이거 보면 지금이나 별다를게없네 ,0
3766,목줄은 풀어주었니?,0
3767,뻐큐,1
3768,나 안동김씨,0
3769,저런 분을 뽑아준 지역구는 도대체 상식이 있는겨?,0
3770,이새끼 백퍼 보배분탕이네 ㅋㅋ 내가 말이 많으면 논리로 반박해 시발년아 어서 좆거렁뱅이새끼가 최저시급타령이여 ,1
3771,영원한 빛 만화가 베충이 맞는 거 같재,0
3772,이게 맞지 시발 무슨 광고영상편집자도 아니고 유튜브 영상 편집인데 얼마나 개 씹 고급 영상 만든다고?... 돈 많이 벌면 시급 많이 줘야한다는 개 좆 논리는 어디서 튀어나왔지; 못배워먹은새끼,1
3773,저런소리할때 민망하다는 생각은 안하는건가,0
3774,붕싄,1
3775,니아비,1
3776,나타났다 잡히고 잡혔다가 사라지네,0
3777,세엑,1
3778,뚝배기 따서 질본에 전시 찬성!!,1
3779,감싸고 지랄이네,1
3780,어차피 안될 거 알면서 공약하는 거 보면 정의당 가면 될 듯,0
3781,게세끼,1
3782,씨방,1
3783,세월호 단식투쟁할때 앞장서 폭식투쟁 진두지휘한 의협 회장 말하시는건가?,0
3784, 머가리 용량 다차서 트져 뿟노?,1
3785,존나 띨띨해보이노,1
3786,지랄똥싸구덜자빠졌네,1
3787,샹늠,1
3788,하여튼 뼛속부터 딴나라당~,0
3789,아니 양궁선수가 왜,0
3790,저정도면 친딸 아니라고 봐야,0
3791,응 26살 틀딱,1
3792,언론사어디고?,0
3793,저새끼 다리 존나 짧네,1
3794,아멘,0
3795,다음댓글이 학력인증 링크가 아니면 걍 좆무식한 빡대가리가 자존심 살려달라고 애원하는 소리로 알고 읽지않은 뒤 씹겠습니다^^,1
3796,박근혜 개씨발년,1
3797,칭찬인데 왜욕함,0
3798,방송이 장난인가 ㅋㅋㅋ당연히 그런 발언은 사석에서 몰래해야지구분 못함?,0
3799,"아니 ㅆㅂ 그런 ""카더라""가 넘쳐난다고, 그거에 대해서 혹시 댓글게이는 뭔가 아는거 있냐? 진짜냐? 하고 물어본 새끼한테 ""근거는?"" 이 지랄은 또 뭐야?",1
3800,원래 수준이 그래,1
3801,온 가족이 쓰레기네,1
3802,우리는 이미 너희 쪽본을 지도에서 지웠다 ,0
3803,십할,1
3804,다들 ㅁㅈㅎ  난 ㅇㅂ,0
3805,어디오유에서오셧어요?,0
3806,깨끗한 나라   화장지도  손절 했습니다 ...,0
3807,병원은 자선사업이 아닌데 본인만 의로운일을 하려는거지 그냥 의료봉사나 다니세요,0
3808,일단 희생시키고 난 다음 거룩한 희생으로 미화시켜주면 다들 이해 된다고....,0
3809,쪼다,1
3810,뙨놈,1
3811,안타!헛소리하지말고 사라져주실래요?,0
3812,닭날개구이 개맛있음 ㅋㅋㅋㅋ,0
3813,"전라도 더러운 습성이 저 만화에 다 들어가 있음 남탓에 당한 놈이 빙신이지라에 악랄한 지 놈이 피해자란 피해망상에 약자에 대한 한없는 잔인함 ~ 2% 존경스런 탈라도 제외, 인간의 탈을 쓴 악마새끼들",1
3814,취하네요 ㅎㅎ,0
3815,경비수료증 있는사람ㅁ2ㆍㄴ됨ㅅㄱ,0
3816,영양제를 인공으로 만드는거 자체가 천연이 아니야,0
3817,"뭐 선천적으로 여성스럽거나 여자역할을 하고 싶어하는 동성애자들 그럴 수 있다고는 생각 드는데, 자기들이 옳다고 생각하는 것등 PC주의로 남한태 사상 강요하는것 개극혐. PC주의자 새끼들은 존나 말한마디 단어 하나하나 사소한거에 다 불편해 하는데, 본인들이 남에게 자기 생각 강요해서 다수 불편하게 만드는건 생각도 못함. 자신들의 사회에서 소수이기에 무조건 ""선""과 ""정의""의 편에 있다고 가정하기에, 남에 대해선 존나리 엄격하게 도덕적 평가 내리면서, 자신들의 행동에는 존나 관대하지. ",1
3818,"니가 사는 건물,  조선 산업, 제조업  수출 산업, 자동차 산업  ,  용접없이 가능함?",0
3819,일관성있게 지랄하면 훈장이라도 달아주냐,1
3820,누가이쁨?,0
3821,일본 명예시민권있는거지?,0
3822,못할줄 알고 아주 선심쓰듯 말했는데 체결 되버렸네. 어떤 표정일지 면상 좀 보고잡네.,0
3823,간병?ㅋㅋㅋ,0
3824,없으면 보급형 스마트폰 쓰면 되는데 굳이 최신폰 최상위 버전인 5g로 갈라고 하노 ㅠㅠㅠ,0
3825,을년,1
3826,스마트폰 어플 나오면서 아프리카TV 유명해지기 전에 인터넷으로만 방송 보던 시절은 진짜 개막장이였는데 그때가 진짜 재밌다 영상 있나 모르겠는데 함 찾아봐,0
3827,@누드트라다무스 ㅋ,0
3828,아이큐 낮은 쿵쾅이들 그림인거 같은데 ㅎㅎ  그래도 뭐 다 공개 하는게 맞지,1
3829,서울 7시가  불체자 불법입국자등등 많을수밖ㅇ ㅔ없음 바닷가랑 가깝고 집값도 쌈  서울에 속해있지만  사실상 인천 경기도에 가까운 동네임 그러니 불체 외노자 조선족 짱개등등 온갖 인간들 다 들락날락 함,1
3830,정신 못차렸네,0
3831,닥쳐,1
3832,님 생각이라면 대구시민 봉쇄해서 다 버렸어야지..정말 이기적이시네..,0
3833,나도 이거로 맨손 딸 하는데 기분 ㅅㅌㅊ,1
3834,우리 아빠가 아이돌이라니,0
3835,자동기능만 있으면 갓겜,0
3836, 식인은 모든 나라가다한다 특히 홍어마을은 지금도 한다 아따 싸게싸게모이드라고 태잡았댜~(태>>어린아기) 으따오렌맨시롱 몸신혀쓰것구먼. 근디 오목이여불뚝이여? ( 암컷숫컷) 오목이랑께  아따.. 만나 겟고마잉. 근데하나여? 잉에잉 어느코빽지에붙이남? 아따 걱정 허덜말드라고  15년묵은 여우도잡앗씅께.. 워미...어디서구했냐? 아니아직도모르는 가베?  뭐슬? 니여우잡앗당께 ㅠ.ㅠ..  아갑고마잉 나가아직 시식도못혓는 디.. ,0
3837,지디크루냐?,0
3838,부전교회 고등부에 있을때정용식목사가 사랑의 반대말은 무관심이라고 했다.예수님이 원수를 사랑하라고 하니까 학교다닐때 날 괴롭혔던 애들을 좋아할려고 애썼다.,0
3839,정신병자,1
3840,애잘낳것다,0
3841,상넘이,1
3842,후장,1
3843,뮈칀섹끼,1
3844,남자랑반대네남자 168 9는 들어본적없고 줴다 170 1 2 이러던데 ㅋㅋ,0
3845,성당사진 퍼온 건줄 알았는데 현판같은 거노?,0
3846,모유강강물추천좀 ㅇㅇ,0
3847,신생아 티나는 아기는 밤낮없이 한두시간마다 계속울고,0
3848, 너가 한 말 중에,0
3849,요즘 신종사기가 이거임틀딱들이 40대 아줌매미 에게결혼하면 10억대 아파트 명의준다고 꼬심알고보면 빚이 10억이상임근데 좋다고 결혼해서 틀니노후 뒤치닥거리함물론 틀니뒤지면 이자못내서 나앉음노후대책 ㅆㅅㅌㅊ,1
3850,그거하면 빨리 죽어,0
3851,오라질년,1
3852,씹찐따 새끼들아 형이 정리 해준다. 신발 레드윙 바지 lvc 자켓 a2이렇게만 입어라 바로 아다 땐다,1
3853,등신,1
3854,문재인 애미씹창년새끼 ㅇㅇ,1
3855,우리아빠 회사다녀요 이래야지,0
